SCAFFOLD,START,END
NW_024426663.1,15259519,15259725
NW_024423453.1,54081937,54082142
NW_024423343.1,45770512,45770721
NW_024423786.1,27152051,27152251
NW_024423786.1,59215278,59215489
NW_024424452.1,57925489,57925698
NW_024425563.1,9399692,9399929
NW_024426885.1,35623059,35623265
NW_024423786.1,55589125,55589332
NW_024424453.1,23553301,23553512
NW_024425452.1,27694263,27694465
NW_024426008.1,437573,437787
NW_024426774.1,16254254,16254464
NW_024424453.1,17170372,17170581
NW_024424452.1,39415557,39415817
NW_024425563.1,59884546,59884752
NW_024426774.1,34494289,34494494
NW_024427107.1,73337261,73337470
NW_024424230.1,40684501,40684709
NW_024425008.1,27923117,27923234
NW_024426230.1,9420844,9421081
NW_024426885.1,68039412,68039616
NW_024426885.1,488366,488585
NW_024426552.1,75820621,75820831
NW_024426774.1,20006455,20006657
NW_024424341.1,54689167,54689377
NW_024423344.1,13989786,13990009
NW_024423897.1,410345,410545
NW_024425675.1,24228278,24228485
NW_024423343.1,52298773,52298977
NW_024423453.1,8744827,8745076
NW_024427107.1,11007012,11007207
NW_024427107.1,41754203,41754432
NW_024424119.1,60024840,60025050
NW_024424008.1,12404291,12404498
NW_024425008.1,37413618,37413850
NW_024426230.1,5156954,5157175
NW_024423897.1,51024958,51025202
NW_024424341.1,38536718,38536934
NW_024426996.1,24473939,24474148
NW_024425008.1,25878973,25879183
NW_024425119.1,12888046,12888245
NW_024425563.1,76491856,76492073
NW_024423564.1,11147252,11147389
NW_024424008.1,46762078,46762279
NW_024425563.1,72043595,72043820
NW_024426663.1,53136670,53136883
NW_024423564.1,19794114,19794317
NW_024423344.1,19378334,19378556
NW_024423343.1,35191560,35191783
NW_024423319.1,78536892,78537121
NW_024426552.1,37761237,37761439
NW_024424008.1,30101585,30101798
NW_024426663.1,15852613,15852828
NW_024423343.1,77481766,77481973
NW_024425230.1,10632313,10632522
NW_024423675.1,18483399,18483612
NW_024423786.1,12189268,12189517
NW_024423564.1,44744575,44744793
NW_024423786.1,19524482,19524697
NW_024425230.1,20812254,20812459
NW_024425563.1,31478714,31478923
NW_024426008.1,28708331,28708555
NW_024426774.1,37951671,37951880
NW_024424452.1,92457121,92457325
NW_024424452.1,72074048,72074288
NW_024425008.1,530544,530750
NW_024425230.1,12802634,12802839
NW_024425230.1,12906083,12906279
NW_024425452.1,33951046,33951212
NW_024425563.1,9956302,9956513
NW_024425341.1,32382810,32383023
NW_024425564.1,26453899,26454112
NW_024423344.1,13217816,13218039
NW_024425008.1,27221705,27221922
NW_024425675.1,26959273,26959380
NW_024425341.1,16527670,16527879
NW_024425452.1,25284726,25284935
NW_024426552.1,22157815,22158031
NW_024426885.1,29138748,29138978
NW_024426885.1,8912436,8912641
NW_024423675.1,13794720,13794921
NW_024424341.1,41207237,41207466
NW_024425563.1,22970482,22970673
NW_024423786.1,5478200,5478418
NW_024423897.1,23031191,23031403
NW_024425119.1,12193498,12193709
NW_024426996.1,50521463,50521674
NW_024423675.1,20667373,20667516
NW_024424564.1,3894042,3894258
NW_024424564.1,42178766,42178983
NW_024424675.1,18927045,18927272
NW_024425230.1,14882718,14882931
NW_024423564.1,67876860,67877060
NW_024425119.1,33966383,33966587
NW_024425230.1,34120650,34120854
NW_024426552.1,56764987,56765194
NW_024423564.1,13000052,13000272
NW_024424230.1,5094438,5094607
NW_024426119.1,25715147,25715351
NW_024426996.1,367372,367587
NW_024424341.1,3983609,3983843
NW_024424564.1,43364090,43364245
NW_024426552.1,50606339,50606564
NW_024423344.1,33943008,33943082
NW_024424675.1,17379674,17379833
NW_024424786.1,5230006,5230211
NW_024425897.1,8625406,8625642
NW_024426885.1,57298561,57298768
NW_024426774.1,57969875,57970087
NW_024426663.1,8224384,8224586
NW_024427107.1,35441362,35441583
NW_024427107.1,61540899,61541107
NW_024423453.1,32491216,32491423
NW_024424341.1,18029133,18029360
NW_024426663.1,25072429,25072635
NW_024423319.1,88451207,88451419
NW_024424452.1,83092406,83092644
NW_024426552.1,43452153,43452365
NW_024423344.1,3137316,3137537
NW_024424119.1,88273,88508
NW_024424453.1,17247953,17248164
NW_024424452.1,61332390,61332614
NW_024425119.1,25499043,25499247
NW_024423343.1,7438298,7438504
NW_024426552.1,48882785,48882913
NW_024426552.1,51339887,51340108
NW_024426996.1,22728445,22728667
NW_024423675.1,17095540,17095740
NW_024423453.1,39236699,39236884
NW_024423344.1,38238859,38239074
NW_024424119.1,39087098,39087245
NW_024423675.1,48643209,48643417
NW_024423344.1,2519854,2520062
NW_024424564.1,54269752,54269968
NW_024424452.1,69642026,69642255
NW_024424786.1,42596536,42596745
NW_024423344.1,13305801,13306013
NW_024424675.1,10544959,10545163
NW_024427107.1,80502571,80502783
NW_024423564.1,46070616,46070824
NW_024423453.1,41755722,41755928
NW_024423564.1,12679167,12679374
NW_024424564.1,24128456,24128666
NW_024424786.1,10671535,10671741
NW_024426552.1,22181583,22181810
NW_024426663.1,57870925,57871139
NW_024427107.1,43165882,43166093
NW_024423453.1,3515174,3515391
NW_024424453.1,52638683,52638930
NW_024427107.1,25586432,25586644
NW_024423564.1,66964913,66965124
NW_024424008.1,46728900,46729103
NW_024423786.1,4617440,4617654
NW_024423564.1,2205215,2205430
NW_024423897.1,23320206,23320420
NW_024424230.1,30044761,30044975
NW_024424564.1,11853003,11853209
NW_024426774.1,13029073,13029284
NW_024423786.1,4704162,4704370
NW_024423786.1,5425508,5425723
NW_024423453.1,51742807,51743013
NW_024424230.1,49323646,49323843
NW_024424564.1,51878359,51878567
NW_024424452.1,69716657,69716859
NW_024425897.1,5214852,5215092
NW_024427107.1,45134613,45134819
NW_024423453.1,36812927,36813138
NW_024423343.1,69332243,69332468
NW_024424786.1,32958407,32958622
NW_024425119.1,39111036,39111249
NW_024425563.1,52535599,52535810
NW_024425452.1,17765153,17765377
NW_024427107.1,50009915,50010118
NW_024423453.1,58346194,58346402
NW_024425119.1,10853712,10853989
NW_024423343.1,76198550,76198764
NW_024424675.1,24071943,24072146
NW_024425675.1,23509968,23510179
NW_024423344.1,15844748,15844961
NW_024426119.1,7781770,7781967
NW_024426885.1,45770509,45770698
NW_024423343.1,66302613,66302825
NW_024423343.1,96471996,96472189
NW_024423786.1,51290787,51290985
NW_024425008.1,45119925,45120134
NW_024425119.1,9096956,9097172
NW_024425119.1,41997594,41997803
NW_024425341.1,14584877,14585086
NW_024426552.1,81431762,81431972
NW_024423564.1,33296104,33296319
NW_024423343.1,47378620,47378836
NW_024423344.1,32203909,32204139
NW_024424452.1,26547576,26547802
NW_024424897.1,18189676,18189893
NW_024425563.1,62573070,62573285
NW_024425452.1,1535250,1535457
NW_024426008.1,731731,731940
NW_024426119.1,9163536,9163745
NW_024427107.1,54569087,54569189
NW_024424341.1,18382505,18382700
NW_024424341.1,54903541,54903771
NW_024426996.1,49182221,49182419
NW_024423319.1,47823736,47823966
NW_024424008.1,16144832,16145010
NW_024424341.1,13027777,13027991
NW_024424675.1,43941038,43941238
NW_024425675.1,12535308,12535506
NW_024426552.1,68726349,68726590
NW_024426885.1,64755469,64755677
NW_024425230.1,26302661,26302865
NW_024423564.1,43604043,43604267
NW_024423675.1,26369906,26370103
NW_024423675.1,35649745,35649949
NW_024424452.1,86861443,86861642
NW_024426008.1,736903,737118
NW_024427107.1,64805613,64805856
NW_024424564.1,24138844,24139058
NW_024425119.1,41944170,41944373
NW_024426885.1,53227540,53227755
NW_024427107.1,42428235,42428443
NW_024424675.1,39619638,39619770
NW_024425230.1,37606673,37606914
NW_024424897.1,10491064,10491278
NW_024425563.1,90161592,90161815
NW_024426341.1,1001944,1002181
NW_024424119.1,38586892,38587099
NW_024424119.1,59936607,59936821
NW_024426119.1,7067709,7067923
NW_024424675.1,9275523,9275730
NW_024426885.1,63639529,63639744
NW_024423343.1,39222551,39222766
NW_024424897.1,32026671,32026883
NW_024425008.1,25692842,25693046
NW_024425563.1,34540084,34540304
NW_024423343.1,85478137,85478355
NW_024424230.1,13107572,13107769
NW_024424341.1,38925590,38925814
NW_024424452.1,61438548,61438768
NW_024426885.1,36451300,36451515
NW_024426774.1,40418492,40418702
NW_024426774.1,62037813,62038031
NW_024423319.1,87503795,87504010
NW_024424230.1,45360221,45360428
NW_024424453.1,21312870,21313076
NW_024424453.1,27929504,27929728
NW_024424897.1,28416549,28416777
NW_024425119.1,36892623,36892829
NW_024426663.1,84248078,84248286
NW_024427107.1,52107854,52108073
NW_024425341.1,32684749,32684956
NW_024426885.1,52483377,52483594
NW_024423675.1,35492468,35492674
NW_024423319.1,15969450,15969662
NW_024423675.1,43589456,43589674
NW_024426663.1,12389968,12390185
NW_024424008.1,60866937,60867127
NW_024424564.1,14229294,14229500
NW_024426885.1,28855895,28856100
NW_024423897.1,23843089,23843299
NW_024424008.1,15904172,15904392
NW_024425564.1,26848254,26848423
NW_024423319.1,67408246,67408465
NW_024424230.1,51630674,51630870
NW_024424341.1,29039660,29039864
NW_024424453.1,39187042,39187260
NW_024427107.1,61919703,61919918
NW_024423675.1,6888834,6889048
NW_024424453.1,39756492,39756692
NW_024424564.1,12768833,12769045
NW_024424452.1,76428321,76428439
NW_024426552.1,23382117,23382323
NW_024426230.1,2364669,2364881
NW_024423786.1,11852223,11852454
NW_024423786.1,45340166,45340383
NW_024424564.1,30708697,30708914
NW_024425452.1,20771419,20771618
NW_024426996.1,72916687,72916908
NW_024423675.1,60694373,60694584
NW_024423453.1,14955135,14955345
NW_024423319.1,100124761,100124963
NW_024424897.1,19991381,19991585
NW_024426663.1,35508821,35509042
NW_024423564.1,61798863,61799073
NW_024424897.1,7783631,7783830
NW_024424897.1,18706138,18706348
NW_024425563.1,103040010,103040225
NW_024426663.1,49146360,49146505
NW_024426996.1,31733763,31733864
NW_024423675.1,64031447,64031675
NW_024424008.1,57862888,57862988
NW_024424453.1,544214,544424
NW_024423564.1,63703286,63703492
NW_024425563.1,49644152,49644363
NW_024425563.1,74483759,74483968
NW_024426552.1,54483627,54483838
NW_024426663.1,48963343,48963555
NW_024425119.1,35497170,35497400
NW_024426774.1,23935165,23935373
NW_024423675.1,16096136,16096336
NW_024424008.1,26010538,26010738
NW_024424453.1,16103051,16103262
NW_024425563.1,76468876,76469145
NW_024425564.1,9862232,9862446
NW_024426230.1,8026437,8026654
NW_024426774.1,12479062,12479276
NW_024423675.1,61861356,61861563
NW_024423897.1,9397209,9397414
NW_024425008.1,12555919,12556163
NW_024425230.1,5955271,5955473
NW_024423675.1,31205957,31206184
NW_024423675.1,62849095,62849308
NW_024425563.1,50678671,50678883
NW_024426885.1,10281383,10281591
NW_024426663.1,75065131,75065354
NW_024424786.1,33472480,33472688
NW_024423564.1,23971880,23972086
NW_024424008.1,39022086,39022314
NW_024425675.1,13421391,13421592
NW_024426552.1,4428209,4428419
NW_024426774.1,31182679,31182900
NW_024423897.1,46327552,46327755
NW_024426885.1,50395654,50395926
NW_024426774.1,23750824,23751053
NW_024423675.1,51267426,51267641
NW_024423343.1,11379681,11379890
NW_024426885.1,35505313,35505426
NW_024424453.1,11317106,11317335
NW_024424786.1,42313858,42314099
NW_024426774.1,18794034,18794238
NW_024427107.1,57878012,57878236
NW_024423344.1,6650540,6650743
NW_024423897.1,56357767,56357978
NW_024424786.1,7126247,7126459
NW_024424008.1,40428603,40428822
NW_024424119.1,25399121,25399354
NW_024424786.1,18033778,18034005
NW_024425230.1,26517529,26517743
NW_024425786.1,23980104,23980308
NW_024425564.1,1419483,1419709
NW_024423786.1,5170327,5170478
NW_024423343.1,76821455,76821676
NW_024424897.1,11808543,11808771
NW_024425563.1,52504388,52504599
NW_024425452.1,17148386,17148602
NW_024425564.1,29115261,29115466
NW_024426663.1,69979590,69979794
NW_024427107.1,25838239,25838447
NW_024423786.1,48980039,48980246
NW_024426119.1,26372542,26372733
NW_024426663.1,67634537,67634743
NW_024425341.1,2311736,2311950
NW_024423675.1,15993360,15993572
NW_024423675.1,20189593,20189803
NW_024424453.1,50570093,50570296
NW_024425341.1,4268814,4268932
NW_024426552.1,14676194,14676410
NW_024426552.1,83692018,83692245
NW_024423453.1,33314293,33314505
NW_024424230.1,22693617,22693832
NW_024426774.1,1661176,1661385
NW_024423453.1,28039837,28040041
NW_024423453.1,64561865,64562084
NW_024423344.1,69612175,69612397
NW_024424119.1,14231817,14232027
NW_024424786.1,19923145,19923358
NW_024425008.1,5856643,5856867
NW_024423453.1,64546935,64547148
NW_024423344.1,31243007,31243221
NW_024424452.1,68991669,68991875
NW_024427107.1,51574631,51574845
NW_024425341.1,27785131,27785328
NW_024423344.1,51730868,51731082
NW_024424230.1,26764129,26764333
NW_024424453.1,53876220,53876417
NW_024423786.1,66969535,66969751
NW_024424897.1,6454410,6454622
NW_024426774.1,52185864,52186081
NW_024426552.1,81575645,81575856
NW_024426663.1,42572794,42573007
NW_024426663.1,46287937,46288153
NW_024426663.1,73525301,73525505
NW_024423897.1,1036225,1036423
NW_024423319.1,11008897,11009106
NW_024424675.1,24685827,24686040
NW_024424897.1,38714963,38715187
NW_024426552.1,73509198,73509404
NW_024426996.1,27676835,27677062
NW_024423564.1,59292290,59292511
NW_024423675.1,8925545,8925643
NW_024423453.1,30191490,30191707
NW_024423343.1,56106540,56106760
NW_024423319.1,108259082,108259186
NW_024424119.1,19982118,19982327
NW_024426996.1,18348273,18348481
NW_024426996.1,82161171,82161382
NW_024425786.1,16325710,16325936
NW_024426774.1,75689157,75689390
NW_024424119.1,25719496,25719715
NW_024423453.1,11267662,11267858
NW_024424452.1,4319048,4319263
NW_024424452.1,45186672,45186909
NW_024425119.1,3786336,3786568
NW_024425452.1,5278208,5278414
NW_024425452.1,25240326,25240536
NW_024426552.1,31326313,31326523
NW_024426552.1,91354180,91354394
NW_024426663.1,61713156,61713377
NW_024423343.1,91727585,91727794
NW_024426663.1,71030498,71030706
NW_024424230.1,9810785,9811000
NW_024425008.1,11860201,11860438
NW_024424230.1,13353337,13353543
NW_024425119.1,40828071,40828290
NW_024425563.1,56647884,56648085
NW_024424008.1,42760418,42760621
NW_024426774.1,84163751,84163969
NW_024424008.1,43086988,43087201
NW_024424897.1,37795251,37795456
NW_024423564.1,53945274,53945494
NW_024423343.1,43183335,43183549
NW_024424008.1,41510230,41510431
NW_024425563.1,17510005,17510199
NW_024427107.1,2023593,2023838
NW_024423675.1,39674955,39675159
NW_024423897.1,30027758,30027982
NW_024423897.1,51910924,51911122
NW_024426119.1,10592215,10592439
NW_024426996.1,8041989,8042199
NW_024425452.1,31469565,31469762
NW_024423786.1,58716359,58716578
NW_024424008.1,25846546,25846749
NW_024425230.1,3315778,3315847
NW_024425563.1,61694309,61694519
NW_024424452.1,42906832,42907038
NW_024426774.1,80417417,80417629
NW_024426996.1,35608929,35609142
NW_024423564.1,65650175,65650407
NW_024423897.1,25607656,25607886
NW_024423675.1,18510787,18511018
NW_024423897.1,41740567,41740806
NW_024424008.1,20958387,20958600
NW_024426119.1,26006090,26006303
NW_024427107.1,11977434,11977649
NW_024423564.1,43327817,43328035
NW_024423343.1,98490308,98490526
NW_024425563.1,90560178,90560477
NW_024426552.1,77139303,77139509
NW_024425008.1,23694048,23694258
NW_024425897.1,21636154,21636363
NW_024427107.1,80424820,80425034
NW_024423564.1,60674488,60674697
NW_024423675.1,61013988,61014204
NW_024423319.1,54296138,54296290
NW_024425341.1,35629002,35629216
NW_024426885.1,71029102,71029357
NW_024423675.1,23063774,23063988
NW_024424897.1,33271331,33271555
NW_024423319.1,115287440,115287663
NW_024424786.1,47306829,47307039
NW_024426996.1,25345530,25345741
NW_024423343.1,69329412,69329626
NW_024424897.1,23052452,23052662
NW_024423344.1,29486154,29486397
NW_024423344.1,47527980,47528203
NW_024424230.1,35689797,35690002
NW_024424564.1,32800610,32800811
NW_024426663.1,32833581,32833782
NW_024423344.1,5081876,5082082
NW_024426008.1,5453804,5453872
NW_024423344.1,18033820,18034053
NW_024424452.1,5938798,5939010
NW_024423453.1,32186378,32186593
NW_024424341.1,46466082,46466293
NW_024425119.1,2077001,2077225
NW_024425119.1,42864659,42864880
NW_024425786.1,7232650,7232883
NW_024425563.1,38890685,38890911
NW_024423319.1,76710295,76710510
NW_024426230.1,6674885,6675094
NW_024423453.1,46248596,46248801
NW_024423343.1,49221731,49221965
NW_024425230.1,14550296,14550505
NW_024426885.1,44622551,44622769
NW_024426663.1,35169719,35169919
NW_024423675.1,37405549,37405746
NW_024423897.1,12272552,12272749
NW_024423319.1,84186734,84186954
NW_024426552.1,32604298,32604516
NW_024423564.1,1502739,1502945
NW_024423319.1,91737462,91737672
NW_024424230.1,11754060,11754270
NW_024425564.1,26262985,26263204
NW_024423453.1,70997144,70997368
NW_024424453.1,30898343,30898555
NW_024423564.1,58653968,58654165
NW_024423343.1,78498565,78498770
NW_024423344.1,61402399,61402619
NW_024423343.1,3047871,3048074
NW_024424453.1,40624969,40625091
NW_024424564.1,27293136,27293375
NW_024425119.1,20443126,20443352
NW_024426663.1,9240958,9241177
NW_024427107.1,65128523,65128758
NW_024424008.1,33233175,33233397
NW_024423897.1,43762247,43762454
NW_024424675.1,38832044,38832275
NW_024425564.1,8281259,8281472
NW_024426774.1,50506651,50506855
NW_024424230.1,57770361,57770470
NW_024424341.1,35692038,35692247
NW_024425008.1,23258071,23258285
NW_024426774.1,9154737,9154950
NW_024423786.1,5551298,5551506
NW_024427107.1,16779908,16780124
NW_024424119.1,16261627,16261840
NW_024424230.1,346781,346991
NW_024424452.1,48594452,48594651
NW_024424897.1,2216617,2216828
NW_024424897.1,20764079,20764316
NW_024426341.1,466833,467004
NW_024423319.1,35963502,35963714
NW_024424119.1,28921159,28921387
NW_024424230.1,38034506,38034726
NW_024424786.1,27304614,27304866
NW_024423675.1,20214275,20214493
NW_024423344.1,32525496,32525720
NW_024426996.1,71875695,71875913
NW_024423675.1,12873129,12873337
NW_024423675.1,44667416,44667620
NW_024425897.1,8269706,8269924
NW_024426552.1,68862716,68862938
NW_024423343.1,103507606,103507819
NW_024424453.1,11973747,11973951
NW_024424897.1,13519197,13519409
NW_024425563.1,26692717,26692900
NW_024426552.1,21462996,21463209
NW_024423343.1,64022945,64023144
NW_024424119.1,48754741,48754977
NW_024423897.1,38900457,38900703
NW_024426774.1,4441570,4441778
NW_024423344.1,57196669,57196886
NW_024425563.1,57458809,57459012
NW_024426552.1,4514415,4514532
NW_024426552.1,42234746,42234988
NW_024426885.1,62722957,62723174
NW_024424341.1,38248900,38249113
NW_024424452.1,76893462,76893661
NW_024424897.1,40899924,40900128
NW_024425786.1,11738161,11738371
NW_024425563.1,60734092,60734325
NW_024426774.1,64804724,64804985
NW_024426663.1,9159850,9160056
NW_024426119.1,10220173,10220313
